x	y	data
1.0	1.0	0.8552821001446023
2.0	1.0	0.07435130631815579
3.0	1.0	0.2443640387370305
4.0	1.0	0.03551151089822979
5.0	1.0	0.18779364089141093
6.0	1.0	0.5759771978031181
7.0	1.0	0.6104771497494434
8.0	1.0	0.4096058698053957
9.0	1.0	0.9385331013371163
10.0	1.0	0.9181094787573372
11.0	1.0	0.5503706634941008
12.0	1.0	0.006360803097647194
13.0	1.0	0.4436253897583342
14.0	1.0	0.7558109370707553
15.0	1.0	0.9649416385753053
16.0	1.0	0.12700043850508203
17.0	1.0	0.0
18.0	1.0	0.9163380741144134
19.0	1.0	0.027835243751412442
20.0	1.0	0.6270949495677602
21.0	1.0	0.9313099004649039
22.0	1.0	0.7728461139077747
23.0	1.0	0.037187117284905646
24.0	1.0	0.5689257837577175
25.0	1.0	0.05359265980708239
26.0	1.0	0.7099901025544213
27.0	1.0	0.7403650650726334
28.0	1.0	0.09163909705126794
29.0	1.0	0.524676176613992
30.0	1.0	0.503301022033912
31.0	1.0	0.8215848920050415
32.0	1.0	0.15328493923423392
33.0	1.0	0.19417973826058432
34.0	1.0	0.0
35.0	1.0	0.07682657227884726
36.0	1.0	0.49864086081646497
37.0	1.0	0.2362392403251743
38.0	1.0	0.11681745867134619
39.0	1.0	0.5904628007978994
40.0	1.0	0.578904182044607
41.0	1.0	0.008678001966122117
42.0	1.0	0.35718155668532714
43.0	1.0	0.5695615186396941
44.0	1.0	0.5401661336754295
45.0	1.0	0.46900575843439407
46.0	1.0	0.5508799993361724
47.0	1.0	0.5322119251399169
48.0	1.0	0.8613882283763423
49.0	1.0	0.25832752704061646
50.0	1.0	0.2556468148880655
51.0	1.0	0.0
52.0	1.0	0.22556990554245782
53.0	1.0	0.4655995069662098
54.0	1.0	0.8421458294583355
55.0	1.0	0.20079361395433382
56.0	1.0	0.9242324809086255
57.0	1.0	0.9204957999419834
58.0	1.0	0.5310807934334949
59.0	1.0	0.4908919361438968
60.0	1.0	0.33989665926008605
61.0	1.0	0.15422938440544542
62.0	1.0	0.16995063360055562
63.0	1.0	0.10006196598680783
64.0	1.0	0.9170503392206324
65.0	1.0	0.05585472333194863
66.0	1.0	0.1048695485010731
67.0	1.0	0.20822082826406674
1.0	2.0	0.30932375532406775
2.0	2.0	0.24513563727676613
3.0	2.0	0.6176821844492564
4.0	2.0	0.7205862015720341
5.0	2.0	0.7867936577389201
6.0	2.0	0.5606382472265867
7.0	2.0	0.15499038073735605
8.0	2.0	0.5762488810844884
9.0	2.0	0.06374179914249489
10.0	2.0	0.5905963849099076
11.0	2.0	0.8298370876969194
12.0	2.0	0.7676444834937521
13.0	2.0	0.30165515685251454
14.0	2.0	0.10250433070459719
15.0	2.0	0.5382203849571312
16.0	2.0	0.7530494512388153
17.0	2.0	0.0
18.0	2.0	0.3643834815011815
19.0	2.0	0.3448431004963215
20.0	2.0	0.17575610856476698
21.0	2.0	0.7175226590692851
22.0	2.0	0.40362469402750345
23.0	2.0	0.931965720441063
24.0	2.0	0.08148640549904385
25.0	2.0	0.0069264091814278395
26.0	2.0	0.027025904317163008
27.0	2.0	0.6207272063581286
28.0	2.0	0.024331913220992263
29.0	2.0	0.2999713585782209
30.0	2.0	0.9426878195119706
31.0	2.0	0.46351477332695756
32.0	2.0	0.08089044754336383
33.0	2.0	0.2659332418871019
34.0	2.0	0.0
35.0	2.0	0.5803742781413017
36.0	2.0	0.5040649913679436
37.0	2.0	0.04881712703521912
38.0	2.0	0.332592797647818
39.0	2.0	0.7163324570175651
40.0	2.0	0.7232480931852785
41.0	2.0	0.5902185290530797
42.0	2.0	0.5113785748409889
43.0	2.0	0.7845712858339706
44.0	2.0	0.8368092456857279
45.0	2.0	0.31256602587964877
46.0	2.0	0.886695952172732
47.0	2.0	0.018492316183398305
48.0	2.0	0.7414131110482471
49.0	2.0	0.11916024152428784
50.0	2.0	0.2615537017721581
51.0	2.0	0.0
52.0	2.0	0.2851058110387621
53.0	2.0	0.8680038829109218
54.0	2.0	0.94520125825865
55.0	2.0	0.4297699042963816
56.0	2.0	0.14790707559667093
57.0	2.0	0.6171032020758562
58.0	2.0	0.9287502372316228
59.0	2.0	0.056638537672788036
60.0	2.0	0.5459518148394908
61.0	2.0	0.019121567657028438
62.0	2.0	0.4853960771709098
63.0	2.0	0.2800990114592763
64.0	2.0	0.4988426289884935
65.0	2.0	0.5337018769492523
66.0	2.0	0.09228483542653065
67.0	2.0	0.6422938479794396
1.0	3.0	0.09230878518381957
2.0	3.0	0.3184403498736734
3.0	3.0	0.8407170035670386
4.0	3.0	0.8485846699660866
5.0	3.0	0.31185169422298165
6.0	3.0	0.4143524699118961
7.0	3.0	0.5564832642366828
8.0	3.0	0.35530926404887375
9.0	3.0	0.16730448798251718
10.0	3.0	0.87869789004392
11.0	3.0	0.18121473899705332
12.0	3.0	0.1347326689603412
13.0	3.0	0.11076592542744423
14.0	3.0	0.3132414612051735
15.0	3.0	0.630531743680224
16.0	3.0	0.025452876501806054
17.0	3.0	0.0
18.0	3.0	0.31042892692312396
19.0	3.0	0.5204471183636352
20.0	3.0	0.5899003969394501
21.0	3.0	0.5305707853804253
22.0	3.0	0.8204392164018148
23.0	3.0	0.8256809373874836
24.0	3.0	0.3671615224839688
25.0	3.0	0.9603343496862045
26.0	3.0	0.5655442609736157
27.0	3.0	0.9106094852796809
28.0	3.0	0.8720827515250398
29.0	3.0	0.7743041814321314
30.0	3.0	0.42950046269491127
31.0	3.0	0.29022922283502406
32.0	3.0	0.09625567275001123
33.0	3.0	0.5140667801261314
34.0	3.0	0.0
35.0	3.0	0.050862572160467856
36.0	3.0	0.9993047732405635
37.0	3.0	0.6368800144625679
38.0	3.0	0.7842805745984445
39.0	3.0	0.9056032366302058
40.0	3.0	0.9238947616595754
41.0	3.0	0.6771472497386117
42.0	3.0	0.6762196286609146
43.0	3.0	0.6663278637905428
44.0	3.0	0.58720892674055
45.0	3.0	0.16004489383370868
46.0	3.0	0.5768050239231262
47.0	3.0	0.870582664365974
48.0	3.0	0.6253939012060055
49.0	3.0	0.9725156570229958
50.0	3.0	0.3699107475160264
51.0	3.0	0.0
52.0	3.0	0.9430556070672746
53.0	3.0	0.5797770206483612
54.0	3.0	0.923063927772775
55.0	3.0	0.9607238866644743
56.0	3.0	0.6855089276378188
57.0	3.0	0.52265259086874
58.0	3.0	0.9087299952410921
59.0	3.0	0.8208190640129664
60.0	3.0	0.9179347436673733
61.0	3.0	0.3237289163710999
62.0	3.0	0.2819542215831743
63.0	3.0	0.3487687065949747
64.0	3.0	0.9435170951796099
65.0	3.0	0.7374516440771979
66.0	3.0	0.4658854669105763
67.0	3.0	0.13450144769990446
1.0	4.0	0.6311811472854316
2.0	4.0	0.04714636291580865
3.0	4.0	0.42857174468688775
4.0	4.0	0.8432890536562916
5.0	4.0	0.008345604466735157
6.0	4.0	0.6210270494017534
7.0	4.0	0.8840031157082084
8.0	4.0	0.8534200868710076
9.0	4.0	0.6362974660574265
10.0	4.0	0.858203165046906
11.0	4.0	0.7574111453573251
12.0	4.0	0.7027337644970961
13.0	4.0	0.3309420376288561
14.0	4.0	0.8364669154886071
15.0	4.0	0.5535204959629976
16.0	4.0	0.17706407388521006
17.0	4.0	0.0
18.0	4.0	0.6978210002695171
19.0	4.0	0.5605440092172713
20.0	4.0	0.5062171517692606
21.0	4.0	0.3592671836060173
22.0	4.0	0.7278507881519822
23.0	4.0	0.15738992413216635
24.0	4.0	0.7763710241935446
25.0	4.0	0.8544378059325455
26.0	4.0	0.40493790124190343
27.0	4.0	0.09838438271793115
28.0	4.0	0.6179598826478347
29.0	4.0	0.38042251589903175
30.0	4.0	0.40455398843106005
31.0	4.0	0.6053460082899058
32.0	4.0	0.3318627509242451
33.0	4.0	0.14152230226932216
34.0	4.0	0.0
35.0	4.0	0.06755441331801348
36.0	4.0	0.5138932524527471
37.0	4.0	0.39429729076665665
38.0	4.0	0.548511787164814
39.0	4.0	0.3438789607697963
40.0	4.0	0.08298516518761123
41.0	4.0	0.9245252179780508
42.0	4.0	0.3053009094396939
43.0	4.0	0.8573065293459607
44.0	4.0	0.815177884305355
45.0	4.0	0.21416870809430222
46.0	4.0	0.11993459609782864
47.0	4.0	0.9930195537221147
48.0	4.0	0.4678829422061914
49.0	4.0	0.7276638967630955
50.0	4.0	0.07792156573981002
51.0	4.0	0.0
52.0	4.0	0.07685723099938357
53.0	4.0	0.06740117027412329
54.0	4.0	0.4494910258934395
55.0	4.0	0.6794970288865114
56.0	4.0	0.9609852756098078
57.0	4.0	0.5740491216738264
58.0	4.0	0.11706609648493549
59.0	4.0	0.4675559289109541
60.0	4.0	0.9100704496573808
61.0	4.0	0.8460275569909492
62.0	4.0	0.7420870309952334
63.0	4.0	0.32264350607372805
64.0	4.0	0.6908660032389606
65.0	4.0	0.6256531226596929
66.0	4.0	0.25550753947467797
67.0	4.0	0.26419121045858107
1.0	5.0	0.6549195287857852
2.0	5.0	0.8094350737462972
3.0	5.0	0.1679979920118484
4.0	5.0	0.1188182071829611
5.0	5.0	0.07589927018502807
6.0	5.0	0.4997743400050181
7.0	5.0	0.15821769944775177
8.0	5.0	0.7162175568382056
9.0	5.0	0.3166104491104911
10.0	5.0	0.8483964851710157
11.0	5.0	0.033879407986719956
12.0	5.0	0.9353181767847341
13.0	5.0	0.842539805896799
14.0	5.0	0.8302237743704419
15.0	5.0	0.49068735511727146
16.0	5.0	0.11618138222893237
17.0	5.0	0.0
18.0	5.0	0.22269536177937366
19.0	5.0	0.23184847245533513
20.0	5.0	0.9876947124464359
21.0	5.0	0.6519362119613352
22.0	5.0	0.8698979416129506
23.0	5.0	0.2644054431938594
24.0	5.0	0.11154311271998196
25.0	5.0	0.21350945925047426
26.0	5.0	0.9741760006713895
27.0	5.0	0.657109894018566
28.0	5.0	0.949467611346861
29.0	5.0	0.4980046352687608
30.0	5.0	0.9198156933712391
31.0	5.0	0.2531664307604031
32.0	5.0	0.3459024230073309
33.0	5.0	0.5333823674413294
34.0	5.0	0.0
35.0	5.0	0.027490439880409
36.0	5.0	0.305557678362375
37.0	5.0	0.048509847723567034
38.0	5.0	0.09035458205972335
39.0	5.0	0.26051442114532897
40.0	5.0	0.945404335544598
41.0	5.0	0.7362516970982786
42.0	5.0	0.04006948372263297
43.0	5.0	0.4106402743551951
44.0	5.0	0.5880468464020396
45.0	5.0	0.8943122398041088
46.0	5.0	0.001617960479522118
47.0	5.0	0.8178974811662534
48.0	5.0	0.8199504449066486
49.0	5.0	0.018739514424930936
50.0	5.0	0.7897095457838625
51.0	5.0	0.0
52.0	5.0	0.24289459347704412
53.0	5.0	0.17186993457031008
54.0	5.0	0.334645853089905
55.0	5.0	0.20520092311908833
56.0	5.0	0.9130877142458038
57.0	5.0	0.6781947184012598
58.0	5.0	0.21083877008073149
59.0	5.0	0.8531037898935929
60.0	5.0	0.22525374746878013
61.0	5.0	0.8228693214201441
62.0	5.0	0.32438892801800856
63.0	5.0	0.736425243747701
64.0	5.0	0.5019043609984879
65.0	5.0	0.10055891101038794
66.0	5.0	0.39431516366162156
67.0	5.0	0.7281100767761337
1.0	6.0	0.9897500359308793
2.0	6.0	0.1146024546504687
3.0	6.0	0.34835664529978394
4.0	6.0	0.5285668055438077
5.0	6.0	0.7377443869096287
6.0	6.0	0.9289014173369374
7.0	6.0	0.5443027503173332
8.0	6.0	0.3753100919779149
9.0	6.0	0.14275908703988427
10.0	6.0	0.5066028320875093
11.0	6.0	0.506523300801702
12.0	6.0	0.6805393087425862
13.0	6.0	0.33255585958553313
14.0	6.0	0.25842764690055
15.0	6.0	0.29825630246440293
16.0	6.0	0.8459495427156607
17.0	6.0	0.0
18.0	6.0	0.5737696621791037
19.0	6.0	0.8213284154148979
20.0	6.0	0.5502128940537105
21.0	6.0	0.43494356131572154
22.0	6.0	0.9411624047942673
23.0	6.0	0.29390718919867576
24.0	6.0	0.5390197896128439
25.0	6.0	0.0687802092178571
26.0	6.0	0.19412741533157485
27.0	6.0	0.45085267102586957
28.0	6.0	0.7981405500802232
29.0	6.0	0.6850832501893265
30.0	6.0	0.3562376936494349
31.0	6.0	0.16216106379909667
32.0	6.0	0.43094853674724676
33.0	6.0	0.48007822827444846
34.0	6.0	0.0
35.0	6.0	0.7356653966521072
36.0	6.0	0.07361613474833417
37.0	6.0	0.6501091669061536
38.0	6.0	0.8314024492729106
39.0	6.0	0.7493603112367642
40.0	6.0	0.585705786640011
41.0	6.0	0.561163129851064
42.0	6.0	0.7966138389462958
